post_id,parent_id,comment_id,text,category,clean_tokens
2844,null,null,What is the difference between summary() and loadings() for princomp() object in R?,title,"[""difference"",""summary"",""("","")"",""loadings"",""("","")"",""princomp"",""("","")"",""object"",""r"",""?""]"
2846,null,null,An easy explanation for the parallel coordinates plot,title,"[""easy"",""explanation"",""parallel"",""coordinates"",""plot""]"
2849,null,null,How to test for causation in a static panel data model with small t?,title,"[""test"",""causation"",""static"",""panel"",""data"",""model"",""small"",""?""]"
2852,null,null,How to analyze these data?,title,"[""analyze"",""data"",""?""]"
2875,null,null,Nearest neighbor information for recommendation engines,title,"[""nearest"",""neighbor"",""information"",""recommendation"",""engines""]"
2891,null,null,Best value to store ratio data and compare it to time period average,title,"[""best"",""value"",""store"",""ratio"",""data"",""compare"",""time"",""period"",""average""]"
2892,null,null,Intuition / interpretation of a distribution of eigenvalues of a correlation matrix?,title,"[""intuition"",""/"",""interpretation"",""distribution"",""eigenvalues"",""correlation"",""matrix"",""?""]"
2893,null,null,Moments of a distribution - any use for partial or higher moments?,title,"[""moments"",""distribution"",""-"",""use"",""partial"",""higher"",""moments"",""?""]"
2894,null,null,Dynamic calculation of number of samples required to estimate the mean,title,"[""dynamic"",""calculation"",""number"",""samples"",""required"",""estimate"",""mean""]"
2904,null,null,"""How can I work around """"lumpiness"""" in simulated maximum likelihood estimation?""",title,"[""``"",""work"",""around"",""``"",""''"",""lumpiness"",""''"",""''"",""simulated"",""maximum"",""likelihood"",""estimation"",""?"",""''""]"
2909,null,null,Computing the cumulative distribution of max drawdown of random walk with drift,title,"[""computing"",""cumulative"",""distribution"",""max"",""drawdown"",""random"",""walk"",""drift""]"
2910,null,null,How to efficiently manage a statistical analysis project?,title,"[""efficiently"",""manage"",""statistical"",""analysis"",""project"",""?""]"
2914,null,null,How to detect when a regression model is over-fit?,title,"[""detect"",""regression"",""model"",""over-fit"",""?""]"
2915,null,null,What is a good internet based source of information on Hierarchical Modeling?,title,"[""good"",""internet"",""based"",""source"",""information"",""hierarchical"",""modeling"",""?""]"
2917,null,null,"Are these formulas for transforming P, LSD, MSD, HSD, CI, to SE as an exact or inflated/conservative estimate of $\hat{\sigma}$ correct?",title,"[""formulas"",""transforming"",""p"","","",""lsd"","","",""msd"","","",""hsd"","","",""ci"","","",""se"",""exact"",""inflated/conservative"",""estimate"",""$"",""\\hat"",""{"",""\\sigma"",""}"",""$"",""correct"",""?""]"
2925,null,null,Is there a verifiable way to generate discrete random variables on the basis of an external event?,title,"[""verifiable"",""way"",""generate"",""discrete"",""random"",""variables"",""basis"",""external"",""event"",""?""]"
2950,null,null,kNN randomization test in R?,title,"[""knn"",""randomization"",""test"",""r"",""?""]"
2958,null,null,How do you calculate the standard deviation on a multiplicative scale for a distribution that has been transformed logarithmically?,title,"[""calculate"",""standard"",""deviation"",""multiplicative"",""scale"",""distribution"",""transformed"",""logarithmically"",""?""]"
2962,null,null,Omega squared for measure of effect in R?,title,"[""omega"",""squared"",""measure"",""effect"",""r"",""?""]"
2971,null,null,"""What is the definition of """"best"""" as used in the term """"best fit"""" and cross validation?""",title,"[""``"",""definition"",""``"",""''"",""best"",""''"",""''"",""used"",""term"",""``"",""''"",""best"",""fit"",""''"",""''"",""cross"",""validation"",""?"",""''""]"
2975,null,null,Normalizing or detrending groups of samples,title,"[""normalizing"",""detrending"",""groups"",""samples""]"
2976,null,null,Clustering variables based on correlations between them,title,"[""clustering"",""variables"",""based"",""correlations""]"
2988,null,null,Sample size calculation for univariate logistic regression,title,"[""sample"",""size"",""calculation"",""univariate"",""logistic"",""regression""]"
3024,null,null,Why is Poisson regression used for count data?,title,"[""poisson"",""regression"",""used"",""count"",""data"",""?""]"
3038,null,null,How to test hypothesis of no group differences?,title,"[""test"",""hypothesis"",""group"",""differences"",""?""]"
3051,null,null,Mean of a sliding window in R,title,"[""mean"",""sliding"",""window"",""r""]"
3052,null,null,How to look for valleys in a graph?,title,"[""look"",""valleys"",""graph"",""?""]"
3061,null,null,Does the concordance correlation coefficient make linearity or monotone assumptions?,title,"[""concordance"",""correlation"",""coefficient"",""make"",""linearity"",""monotone"",""assumptions"",""?""]"
3064,null,null,Longitudinal comparison of two distributions,title,"[""longitudinal"",""comparison"",""two"",""distributions""]"
3069,null,null,"Among Matlab and Python, which language is good for statistical analysis?",title,"[""among"",""matlab"",""python"","","",""language"",""good"",""statistical"",""analysis"",""?""]"
3080,null,null,How to detect which one is the better study when they give you conflicting results?,title,"[""detect"",""one"",""better"",""study"",""give"",""conflicting"",""results"",""?""]"
3082,null,null,"""What is wrong with this """"naive"""" shuffling algorithm?""",title,"[""``"",""wrong"",""``"",""''"",""naive"",""''"",""''"",""shuffling"",""algorithm"",""?"",""''""]"
3086,null,null,Differences between tetrachoric and Pearson correlation,title,"[""differences"",""tetrachoric"",""pearson"",""correlation""]"
3091,null,null,Regression analysis and parameter estimates with populations,title,"[""regression"",""analysis"",""parameter"",""estimates"",""populations""]"
3100,null,null,Quantifying the degree of consistency of two fitted curves,title,"[""quantifying"",""degree"",""consistency"",""two"",""fitted"",""curves""]"
3101,null,null,"""How much can the """"pyramid of evidence"""" be applied to economics and political sciences?""",title,"[""``"",""much"",""``"",""''"",""pyramid"",""evidence"",""''"",""''"",""applied"",""economics"",""political"",""sciences"",""?"",""''""]"
3115,null,null,Cross-correlation significance in R,title,"[""cross-correlation"",""significance"",""r""]"
3119,null,null,How can I adjust classifier to the scale of the other,title,"[""adjust"",""classifier"",""scale""]"
3121,null,null,"Numbers 1-100, calculating how many I must pick to get x% of reliability",title,"[""numbers"",""1-100"","","",""calculating"",""many"",""must"",""pick"",""get"",""x"",""%"",""reliability""]"
3130,null,null,Error in estimating the size of a set?,title,"[""error"",""estimating"",""size"",""set"",""?""]"
3136,null,null,How to perform a test using R to see if data follows normal distribution,title,"[""perform"",""test"",""using"",""r"",""see"",""data"",""follows"",""normal"",""distribution""]"
3140,null,null,Knnclassify() matlab,title,"[""knnclassify"",""("","")"",""matlab""]"
3143,null,null,Linear model with constraints,title,"[""linear"",""model"",""constraints""]"
3156,null,null,Question on confidence interval,title,"[""question"",""confidence"",""interval""]"
3165,null,null,How to calculate cex.axis automatically so to fit to the maximal width possible (in R)?,title,"[""calculate"",""cex.axis"",""automatically"",""fit"",""maximal"",""width"",""possible"",""("",""r"","")"",""?""]"
3171,null,null,Does a high likelihood of duplicate samples invalidate my data or certain operations on it?,title,"[""high"",""likelihood"",""duplicate"",""samples"",""invalidate"",""data"",""certain"",""operations"",""?""]"
3176,null,null,Cross-section and fixed effects models,title,"[""cross-section"",""fixed"",""effects"",""models""]"
3179,null,null,A good way to show lots of data graphically,title,"[""good"",""way"",""show"",""lots"",""data"",""graphically""]"
3180,null,null,Dealing with missing data due to variable not being measured over initial period of a study,title,"[""dealing"",""missing"",""data"",""due"",""variable"",""measured"",""initial"",""period"",""study""]"
3181,null,null,Getting seRious about time series with R,title,"[""getting"",""serious"",""time"",""series"",""r""]"
3194,null,null,How can I test the fairness of a d20?,title,"[""test"",""fairness"",""d20"",""?""]"
3199,null,null,Clustering of a matrix (homogeneity measurement),title,"[""clustering"",""matrix"",""("",""homogeneity"",""measurement"","")""]"
3200,null,null,Is adjusting p-values in a multiple regression for multiple comparisons a good idea?,title,"[""adjusting"",""p-values"",""multiple"",""regression"",""multiple"",""comparisons"",""good"",""idea"",""?""]"
3201,null,null,How do I order or rank a set of experts?,title,"[""order"",""rank"",""set"",""experts"",""?""]"
3212,null,null,"Mode, Class and Type of R objects",title,"[""mode"","","",""class"",""type"",""r"",""objects""]"
3214,null,null,Inter-experimental variation in survival experiment - how to estimate variability?,title,"[""inter-experimental"",""variation"",""survival"",""experiment"",""-"",""estimate"",""variability"",""?""]"
3215,null,null,Trigonometric operations on standard deviations,title,"[""trigonometric"",""operations"",""standard"",""deviations""]"
3235,null,null,Timing functions in R,title,"[""timing"",""functions"",""r""]"
3238,null,null,Time series 'clustering' in R,title,"[""time"",""series"",""'clustering"",""'"",""r""]"
3242,null,null,How to measure/argue the goodness of fit of a trendline to a power law?,title,"[""measure/argue"",""goodness"",""fit"",""trendline"",""power"",""law"",""?""]"
3244,null,null,Do some of you use Google Docs spreadsheet to conduct and share your statistical work with others?,title,"[""use"",""google"",""docs"",""spreadsheet"",""conduct"",""share"",""statistical"",""work"",""others"",""?""]"
3252,null,null,How to cope with exploratory data analysis and data dredging in small-sample studies?,title,"[""cope"",""exploratory"",""data"",""analysis"",""data"",""dredging"",""small-sample"",""studies"",""?""]"
3259,null,null,Adjusting for covariates in ROC curve analysis,title,"[""adjusting"",""covariates"",""roc"",""curve"",""analysis""]"
3260,null,null,Combining many datasets to increase confidence,title,"[""combining"",""many"",""datasets"",""increase"",""confidence""]"
3261,null,null,Using Covariance Estimator to Perform Linear Regression?,title,"[""using"",""covariance"",""estimator"",""perform"",""linear"",""regression"",""?""]"
3270,null,null,Interpreting 2D correspondence analysis plots,title,"[""interpreting"",""2d"",""correspondence"",""analysis"",""plots""]"
3276,null,null,Regularization and Mean Estimation,title,"[""regularization"",""mean"",""estimation""]"
3286,null,null,Distance between empirically generated distributions (in R),title,"[""distance"",""empirically"",""generated"",""distributions"",""("",""r"","")""]"
3289,null,null,A matching problem for 3 decks of cards,title,"[""matching"",""problem"",""3"",""decks"",""cards""]"
3294,null,null,Resources for learning Markov chain and hidden Markov models,title,"[""resources"",""learning"",""markov"",""chain"",""hidden"",""markov"",""models""]"
3296,null,null,"""Dealing with """"trouble maker"""" samples""",title,"[""``"",""dealing"",""``"",""''"",""trouble"",""maker"",""''"",""''"",""samples"",""''""]"
3307,null,null,Fractal alternative to correlation,title,"[""fractal"",""alternative"",""correlation""]"
3324,null,null,Why use a lagged DV as an instrumental variable?,title,"[""use"",""lagged"",""dv"",""instrumental"",""variable"",""?""]"
3328,null,null,"Given a 10D MCMC chain, how can I determine its posterior mode(s) in R?",title,"[""given"",""10d"",""mcmc"",""chain"","","",""determine"",""posterior"",""mode"",""("","")"",""r"",""?""]"
3331,null,null,Is it possible to do time-series clustering based on curve shape?,title,"[""possible"",""time-series"",""clustering"",""based"",""curve"",""shape"",""?""]"
3342,null,null,Recreating R's hist function's bin counting,title,"[""recreating"",""r"",""'s"",""hist"",""function"",""'s"",""bin"",""counting""]"
3359,null,null,Product of beta distributions,title,"[""product"",""beta"",""distributions""]"
3362,null,null,Can I use Synthetic Control Method for Comparative Case Studies with survey data?,title,"[""use"",""synthetic"",""control"",""method"",""comparative"",""case"",""studies"",""survey"",""data"",""?""]"
3368,null,null,Does averaging across multiple time series render higher Nyquist frequency?,title,"[""averaging"",""across"",""multiple"",""time"",""series"",""render"",""higher"",""nyquist"",""frequency"",""?""]"
3372,null,null,Is it possible to accumulate a set of statistics that describes a large number of samples such that I can then produce a boxplot?,title,"[""possible"",""accumulate"",""set"",""statistics"",""describes"",""large"",""number"",""samples"",""produce"",""boxplot"",""?""]"
3381,null,null,"How to smooth histograms with bins 1, 2, 4, ... wide?",title,"[""smooth"",""histograms"",""bins"",""1"","","",""2"","","",""4"","","",""..."",""wide"",""?""]"
3383,null,null,Compare treatments on mean difference between two times,title,"[""compare"",""treatments"",""mean"",""difference"",""two"",""times""]"
3386,null,null,How to deal with non-binary categorical variables in logistic regression (SPSS),title,"[""deal"",""non-binary"",""categorical"",""variables"",""logistic"",""regression"",""("",""spss"","")""]"
3392,null,null,Excel as a statistics workbench,title,"[""excel"",""statistics"",""workbench""]"
3395,null,null,Smoothness of a surface,title,"[""smoothness"",""surface""]"
3402,null,null,What's the accuracy of data obtained through a random sample?,title,"[""'s"",""accuracy"",""data"",""obtained"",""random"",""sample"",""?""]"
3412,null,null,Comparing mixed effect models with the same number of degrees of freedom,title,"[""comparing"",""mixed"",""effect"",""models"",""number"",""degrees"",""freedom""]"
3413,null,null,Hurst exponent calculation methodology,title,"[""hurst"",""exponent"",""calculation"",""methodology""]"
3425,null,null,How to quasi match two vectors of strings (in R)?,title,"[""quasi"",""match"",""two"",""vectors"",""strings"",""("",""r"","")"",""?""]"
3438,null,null,Calculating percentile of normal distribution,title,"[""calculating"",""percentile"",""normal"",""distribution""]"
3445,null,null,How to calculate the pairwise LD for the given data?,title,"[""calculate"",""pairwise"",""ld"",""given"",""data"",""?""]"
3446,null,null,Is single precision floating point so bad?,title,"[""single"",""precision"",""floating"",""point"",""bad"",""?""]"
3458,null,null,"Alternatives to classification trees, with better predictive (e.g: CV) performance?",title,"[""alternatives"",""classification"",""trees"","","",""better"",""predictive"",""("",""e.g"","":"",""cv"","")"",""performance"",""?""]"
3463,null,null,Computing correlation (and the significance of said correlation) between a pair of time series,title,"[""computing"",""correlation"",""("",""significance"",""said"",""correlation"","")"",""pair"",""time"",""series""]"
3466,null,null,Best practice when analysing pre-post treatment-control designs,title,"[""best"",""practice"",""analysing"",""pre-post"",""treatment-control"",""designs""]"
3474,null,null,"Finding marginal densities of $f (x,y) = c \sqrt{1 - x^2 - y^2}, x^2 + y^2 \leq 1$",title,"[""finding"",""marginal"",""densities"",""$"",""f"",""("",""x"","","","")"",""="",""c"",""\\sqrt"",""{"",""1"",""-"",""x^2"",""-"",""y^2"",""}"","","",""x^2"",""+"",""y^2"",""\\leq"",""1"",""$""]"
3479,null,null,Cluster Analysis followed by Discriminant Analysis,title,"[""cluster"",""analysis"",""followed"",""discriminant"",""analysis""]"
3496,null,null,Why break down the denominator in Bayes' Theorem?,title,"[""break"",""denominator"",""bayes"",""'"",""theorem"",""?""]"
3497,null,null,Doing regressions on samples from a very large file: are the means and SEs of the sample coefficients consistent estimators?,title,"[""regressions"",""samples"",""large"",""file"","":"",""means"",""ses"",""sample"",""coefficients"",""consistent"",""estimators"",""?""]"
3504,null,null,"If an ANOVA indicates no main effect and no interaction, should the lack of interaction be stated?",title,"[""anova"",""indicates"",""main"",""effect"",""interaction"","","",""lack"",""interaction"",""stated"",""?""]"
3511,null,null,How to Apply the Iteratively Reweighted Least Squares (IRLS) Method to the LASSO Model?,title,"[""apply"",""iteratively"",""reweighted"",""least"",""squares"",""("",""irls"","")"",""method"",""lasso"",""model"",""?""]"
3514,null,null,What is the normality test for binary data?,title,"[""normality"",""test"",""binary"",""data"",""?""]"
3519,null,null,Is Matlab/octave or R better suited for monte carlo simulation?,title,"[""matlab/octave"",""r"",""better"",""suited"",""monte"",""carlo"",""simulation"",""?""]"
3526,null,null,Has anyone used the Marascuilo procedure for comparing multiple proportions?,title,"[""anyone"",""used"",""marascuilo"",""procedure"",""comparing"",""multiple"",""proportions"",""?""]"
3537,null,null,Unbalanced repeated measure design for the given data?,title,"[""unbalanced"",""repeated"",""measure"",""design"",""given"",""data"",""?""]"
3542,null,null,What is a good resource on table design?,title,"[""good"",""resource"",""table"",""design"",""?""]"
3549,null,null,Why is it possible to get significant F statistic (p<.001) but non-significant regressor t-tests?,title,"[""possible"",""get"",""significant"",""f"",""statistic"",""("",""p"",""<"","".001"","")"",""non-significant"",""regressor"",""t-tests"",""?""]"
3556,null,null,Adaptive kernel density estimators?,title,"[""adaptive"",""kernel"",""density"",""estimators"",""?""]"
3559,null,null,Which pseudo-$R^2$ measure is the one to report for logistic regression (Cox & Snell or Nagelkerke)?,title,"[""pseudo-"",""$"",""r^2"",""$"",""measure"",""one"",""report"",""logistic"",""regression"",""("",""cox"",""&"",""snell"",""nagelkerke"","")"",""?""]"
3561,null,null,Dealing with correlated regressors,title,"[""dealing"",""correlated"",""regressors""]"
3564,null,null,How to use Kernel Density Estimation for Prediction?,title,"[""use"",""kernel"",""density"",""estimation"",""prediction"",""?""]"
3586,null,null,Inconsistency between Chi-sq and CI Estimation using Wald test,title,"[""inconsistency"",""chi-sq"",""ci"",""estimation"",""using"",""wald"",""test""]"
3589,null,null,Correlation between two variables of unequal size,title,"[""correlation"",""two"",""variables"",""unequal"",""size""]"
3592,null,null,"Survival analysis, one cohort, two classifications",title,"[""survival"",""analysis"","","",""one"",""cohort"","","",""two"",""classifications""]"
3595,null,null,Statistics and data mining software tools for dealing with large datasets,title,"[""statistics"",""data"",""mining"",""software"",""tools"",""dealing"",""large"",""datasets""]"
3599,null,null,Model suggestion,title,"[""model"",""suggestion""]"
3614,null,null,How to easily determine the results distribution for multiple dice?,title,"[""easily"",""determine"",""results"",""distribution"",""multiple"",""dice"",""?""]"
3616,null,null,What is the best statistical test for a time series?,title,"[""best"",""statistical"",""test"",""time"",""series"",""?""]"
3623,null,null,Plugging in mean values/proportions to a logistic regression with continuous-discrete interaction,title,"[""plugging"",""mean"",""values/proportions"",""logistic"",""regression"",""continuous-discrete"",""interaction""]"
3630,null,null,CIR Process-Variance reduction,title,"[""cir"",""process-variance"",""reduction""]"
3632,null,null,Should we regress x or use logistic regression on x>5000,title,"[""regress"",""x"",""use"",""logistic"",""regression"",""x"","">"",""5000""]"
3634,null,null,Multi-way nonparametric anova,title,"[""multi-way"",""nonparametric"",""anova""]"
3636,null,null,How to calculate the standard deviation on a sample set with irregular time periods,title,"[""calculate"",""standard"",""deviation"",""sample"",""set"",""irregular"",""time"",""periods""]"
3640,null,null,"How to parameterize the ratio of two normally distributed variables, or the inverse of one?",title,"[""parameterize"",""ratio"",""two"",""normally"",""distributed"",""variables"","","",""inverse"",""one"",""?""]"
3641,null,null,Forecasting Age distribution,title,"[""forecasting"",""age"",""distribution""]"
3646,null,null,Simple Estimates vs Model for calculating mean and variance of population,title,"[""simple"",""estimates"",""vs"",""model"",""calculating"",""mean"",""variance"",""population""]"
3650,null,null,Expected distribution of random draws,title,"[""expected"",""distribution"",""random"",""draws""]"
3653,null,null,Adding coefficients to obtain interaction effects - what to do with SEs?,title,"[""adding"",""coefficients"",""obtain"",""interaction"",""effects"",""-"",""ses"",""?""]"
3672,null,null,A measure to describe the distribution of a dendrogram,title,"[""measure"",""describe"",""distribution"",""dendrogram""]"
3685,null,null,Where to cut a dendrogram?,title,"[""cut"",""dendrogram"",""?""]"
3689,null,null,Coefficient / model averaging to control for exogenous circumstances in prediction,title,"[""coefficient"",""/"",""model"",""averaging"",""control"",""exogenous"",""circumstances"",""prediction""]"
3698,null,null,Understanding published data: z-ratio for proportions,title,"[""understanding"",""published"",""data"","":"",""z-ratio"",""proportions""]"
3702,null,null,Data manipulation in R for functional data analysis,title,"[""data"",""manipulation"",""r"",""functional"",""data"",""analysis""]"
3704,null,null,Adding coefficients to obtain interaction effects - can I add standard errors?,title,"[""adding"",""coefficients"",""obtain"",""interaction"",""effects"",""-"",""add"",""standard"",""errors"",""?""]"
3707,null,null,"Difference between Excel's RAND(), RAND()*RAND(), etc ",title,"[""difference"",""excel"",""'s"",""rand"",""("","")"","","",""rand"",""("","")"",""*"",""rand"",""("","")"","","",""etc""]"
3708,null,null,Forecasting unemployment rate,title,"[""forecasting"",""unemployment"",""rate""]"
3713,null,null,Choosing a clustering method,title,"[""choosing"",""clustering"",""method""]"
3715,null,null,Bayes' Theorem and Agresti-Coull: Will it blend?,title,"[""bayes"",""'"",""theorem"",""agresti-coull"","":"",""blend"",""?""]"
3724,null,null,Microsoft Excel formula for variance,title,"[""microsoft"",""excel"",""formula"",""variance""]"
3730,null,null,Pearson's or Spearman's correlation with non-normal data,title,"[""pearson"",""'s"",""spearman"",""'s"",""correlation"",""non-normal"",""data""]"
3734,null,null,What intuitive explanation is there for the central limit theorem?,title,"[""intuitive"",""explanation"",""central"",""limit"",""theorem"",""?""]"
3739,null,null,Does data transformed in a certain way from a normal distribution fit some other common distribution?,title,"[""data"",""transformed"",""certain"",""way"",""normal"",""distribution"",""fit"",""common"",""distribution"",""?""]"
3746,null,null,Finding the average GPS point,title,"[""finding"",""average"",""gps"",""point""]"
3749,null,null,Usage of HMM in quantitative finance. Examples of HMM that works to detect trend / turning points?,title,"[""usage"",""hmm"",""quantitative"",""finance"",""."",""examples"",""hmm"",""works"",""detect"",""trend"",""/"",""turning"",""points"",""?""]"
3752,null,null,"If variable kernel widths are often good for kernel regression, why are they generally not good for kernel density estimation?",title,"[""variable"",""kernel"",""widths"",""often"",""good"",""kernel"",""regression"","","",""generally"",""good"",""kernel"",""density"",""estimation"",""?""]"
3754,null,null,How to read large dataset in R,title,"[""read"",""large"",""dataset"",""r""]"
3757,null,null,Random effect slopes in linear mixed models,title,"[""random"",""effect"",""slopes"",""linear"",""mixed"",""models""]"
3758,null,null,"""What is a meaning of """"p-value F"""" from Friedman test?""",title,"[""``"",""meaning"",""``"",""''"",""p-value"",""f"",""''"",""''"",""friedman"",""test"",""?"",""''""]"
3759,null,null,Looking for impl of a Fuzzy Neural Network (FNN or SOFNN),title,"[""looking"",""impl"",""fuzzy"",""neural"",""network"",""("",""fnn"",""sofnn"","")""]"
3762,null,null,The best measure of reliability for interval data between 0 and 1,title,"[""best"",""measure"",""reliability"",""interval"",""data"",""0"",""1""]"
3772,null,null,Can I use permutation tests for to avoid the multiple comparison problem in the context of proportions?,title,"[""use"",""permutation"",""tests"",""avoid"",""multiple"",""comparison"",""problem"",""context"",""proportions"",""?""]"
3779,null,null,Probability of not drawing a word from a bag of letters in Scrabble,title,"[""probability"",""drawing"",""word"",""bag"",""letters"",""scrabble""]"
3781,null,null,Is there a way to compute confidence intervals for regression estimates of simulated data?,title,"[""way"",""compute"",""confidence"",""intervals"",""regression"",""estimates"",""simulated"",""data"",""?""]"
3788,null,null,How can the IID assumption be checked in a given dataset?,title,"[""iid"",""assumption"",""checked"",""given"",""dataset"",""?""]"
3793,null,null,Is there a term for generating time-line based data from individual points? Also how would I do this?,title,"[""term"",""generating"",""time-line"",""based"",""data"",""individual"",""points"",""?"",""also"",""would"",""?""]"
3795,null,null,How do you draw structural equation/MPLUS models?,title,"[""draw"",""structural"",""equation/mplus"",""models"",""?""]"
3799,null,null,Probability that someone will like image,title,"[""probability"",""someone"",""like"",""image""]"
3804,null,null,Updating a beta-binomial,title,"[""updating"",""beta-binomial""]"
3805,null,null,Sampling with unequal bins?,title,"[""sampling"",""unequal"",""bins"",""?""]"
3810,null,null,Data transformation for Principal Components Analysis from different Likert scales,title,"[""data"",""transformation"",""principal"",""components"",""analysis"",""different"",""likert"",""scales""]"
3814,null,null,How to annoy a statistical referee?,title,"[""annoy"",""statistical"",""referee"",""?""]"
3818,null,null,Analysis with three categorical variables,title,"[""analysis"",""three"",""categorical"",""variables""]"
3820,null,null,"When does the sd stay the same, even after values in the sample were changed?",title,"[""sd"",""stay"","","",""even"",""values"",""sample"",""changed"",""?""]"
3822,null,null,Inter-rater reliability between similarity matrices,title,"[""inter-rater"",""reliability"",""similarity"",""matrices""]"
3840,null,null,Automatic test measuring dissimilarity between two time series,title,"[""automatic"",""test"",""measuring"",""dissimilarity"",""two"",""time"",""series""]"
3841,null,null,Two years of data describing occurence of violence- testing association with number of patients on ward,title,"[""two"",""years"",""data"",""describing"",""occurence"",""violence-"",""testing"",""association"",""number"",""patients"",""ward""]"
3842,null,null,How to create a barplot diagram where bars are side-by-side in R,title,"[""create"",""barplot"",""diagram"",""bars"",""side-by-side"",""r""]"
3845,null,null,Forecasting unemployment rate with plm,title,"[""forecasting"",""unemployment"",""rate"",""plm""]"
3849,null,null,How can I format and export PCA output in Stata?,title,"[""format"",""export"",""pca"",""output"",""stata"",""?""]"
3853,null,null,How to increase size of label fonts in barplot,title,"[""increase"",""size"",""label"",""fonts"",""barplot""]"
3856,null,null,"""Analyze and generate """"clumpy"""" distributions?""",title,"[""``"",""analyze"",""generate"",""``"",""''"",""clumpy"",""''"",""''"",""distributions"",""?"",""''""]"
3857,null,null,How do I get people to take better care of data?,title,"[""get"",""people"",""take"",""better"",""care"",""data"",""?""]"
3868,null,null,Undefined link function in gamma distribution,title,"[""undefined"",""link"",""function"",""gamma"",""distribution""]"
3872,null,null,Statistical test to compare two ratios from two independent models,title,"[""statistical"",""test"",""compare"",""two"",""ratios"",""two"",""independent"",""models""]"
3874,null,null,Unbalanced mixed effect ANOVA for repeated measures,title,"[""unbalanced"",""mixed"",""effect"",""anova"",""repeated"",""measures""]"
3885,null,null,Computing unbiased estimators of $\sigma$ for m samples of size n,title,"[""computing"",""unbiased"",""estimators"",""$"",""\\sigma"",""$"",""samples"",""size"",""n""]"
3888,null,null,Reorder categorical data in ggplot2,title,"[""reorder"",""categorical"",""data"",""ggplot2""]"
3892,null,null,Why vertical distances?,title,"[""vertical"",""distances"",""?""]"
3894,null,null,Is there a parameter that is calculated as a range to mean ratio?,title,"[""parameter"",""calculated"",""range"",""mean"",""ratio"",""?""]"
3902,null,null,Does corr function in Matlab consider correction for tied ranks?,title,"[""corr"",""function"",""matlab"",""consider"",""correction"",""tied"",""ranks"",""?""]"
3907,null,null,Start time requirements or assumptions for survival analysis,title,"[""start"",""time"",""requirements"",""assumptions"",""survival"",""analysis""]"
3924,null,null,Value based on a supplied standard-deviation,title,"[""value"",""based"",""supplied"",""standard-deviation""]"
3930,null,null,Are there default functions for discrete uniform distributions in R?,title,"[""default"",""functions"",""discrete"",""uniform"",""distributions"",""r"",""?""]"
3931,null,null,Intuitive explanation for dividing by $n-1$ when calculating standard deviation?,title,"[""intuitive"",""explanation"",""dividing"",""$"",""n-1"",""$"",""calculating"",""standard"",""deviation"",""?""]"
3943,null,null,Kendall Tau or Spearman's rho?,title,"[""kendall"",""tau"",""spearman"",""'s"",""rho"",""?""]"
3947,null,null,Help me understand Support Vector Machines,title,"[""help"",""understand"",""support"",""vector"",""machines""]"
3955,null,null,Determining whether a website is active using daily visits,title,"[""determining"",""whether"",""website"",""active"",""using"",""daily"",""visits""]"
3958,null,null,"What is your favorite, easy to use statistical analysis website or software package?",title,"[""favorite"","","",""easy"",""use"",""statistical"",""analysis"",""website"",""software"",""package"",""?""]"
3961,null,null,Random permutation of a vector with a fixed expected sample correlation to the original?,title,"[""random"",""permutation"",""vector"",""fixed"",""expected"",""sample"",""correlation"",""original"",""?""]"
3965,null,null,Overlapping probability distributions,title,"[""overlapping"",""probability"",""distributions""]"
3967,null,null,Sequential hypothesis testing in basic science,title,"[""sequential"",""hypothesis"",""testing"",""basic"",""science""]"
3974,null,null,From Marginal Exp-Norm Distributions to What Conditionals and Joint?,title,"[""marginal"",""exp-norm"",""distributions"",""conditionals"",""joint"",""?""]"
3977,null,null,"""How do you abbreviate """"Millions""""?""",title,"[""``"",""abbreviate"",""``"",""''"",""millions"",""''"",""''"",""?"",""''""]"
3980,null,null,What distribution to use to model changes in ratios?,title,"[""distribution"",""use"",""model"",""changes"",""ratios"",""?""]"
3982,null,null,Adding Zoom & Pan for Protovis Dot Chart with GeoScale,title,"[""adding"",""zoom"",""&"",""pan"",""protovis"",""dot"",""chart"",""geoscale""]"
3989,null,null,How to calculate Rousseeuw’s and Croux’ (1993) Qn scale estimator for large samples?,title,"[""calculate"",""rousseeuw"",""’"",""croux"",""’"",""("",""1993"","")"",""qn"",""scale"",""estimator"",""large"",""samples"",""?""]"
3997,null,null,Subsetting a data-frame in R based on dates,title,"[""subsetting"",""data-frame"",""r"",""based"",""dates""]"
3999,null,null,How to create an index,title,"[""create"",""index""]"
4009,null,null,Inter-rater reliability using Intra-class correlation with ratings for multiple objects on multiple properties,title,"[""inter-rater"",""reliability"",""using"",""intra-class"",""correlation"",""ratings"",""multiple"",""objects"",""multiple"",""properties""]"
4010,null,null,Set a threshold for a sequence,title,"[""set"",""threshold"",""sequence""]"
4013,null,null,Can you say that statistics and probability is like induction and deduction?,title,"[""say"",""statistics"",""probability"",""like"",""induction"",""deduction"",""?""]"
4017,null,null,Translate R to C++ (eventually with Rcpp),title,"[""translate"",""r"",""c++"",""("",""eventually"",""rcpp"","")""]"
4019,null,null,Measuring statistical significance of machine learning algorithms comparison,title,"[""measuring"",""statistical"",""significance"",""machine"",""learning"",""algorithms"",""comparison""]"
